,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,class
0,-398.97055,92.84668,-6.2127447,19.836878,-3.0152006,9.478265,5.1340833,6.7161,1.4370879,0.016322618,3.8060095,0.6036868,-2.605149,1.8837225,5.158936,-7.444279,10.482118,-0.4033231,-5.7463675,5.645962,-3.07704,3.6022382,-0.41446245,3.5619094,0.16923374,-1.668917,2.6002598,-2.1465008,2.3595505,0.017230824,0.23083772,-1.7371212,0.044014394,1.3878478,-1.6005515,0.9960824,0.6430702,-0.3174066,-1.0665181,1.6493293,-1.1969273,-1.8058187,-0.20171669,-1.5643119,-0.5379548,-1.0693104,-0.62670004,-1.9845566,-1.078175,-0.6260692,-0.49863443,-0.5386027,-1.861451,-1.1030939,-0.722883,2.2695837,5.525698,7.447587,6.1808734,6.3733954,6.359627,3.8462207,3.2568357,2.1897938,3.4465127,2.7430646,2.0687435,2.850008,1.4821019,0.7121456,1.4601288,2.4562943,0.9756008,0.30114898,0.2614424,0.7965976,1.4156139,0.7843156,0.9221006,0.7809596,0.58476055,0.077412456,-0.082617626,0.15090905,-0.05282976,0.3241202,0.76379794,0.01754308,-0.13729464,-0.09060893,-0.031092728,0.3901887,-0.7498725,-0.38902998,0.49012867,0.39043072,-0.41712123,-0.9728378,-0.0594685,-0.20779492,0.051490888,0.13042629,0.34116337,1.4132174,1.4674667,0.8819688,0.77789867,0.79985756,0.14601271,0.7671731,1.3088596,1.3694781,1.4044071,0.6131752,-0.1360887,-0.0809994,0.36262655,-0.107622445,-0.10998588,0.01872622,-0.24467087,-0.6507051,-0.26222235,0.13779539,-0.539087,-0.25722268,-0.23052216,-0.18844616,1.0
1,-232.39255,115.044525,-21.028315,39.190132,-17.016842,7.619745,-2.7249708,4.1406527,-1.2304965,-0.9775945,2.6789527,-10.35338,-1.0547278,-2.6529856,8.8846855,-3.388674,-2.8474624,-0.7754191,-0.65424436,2.9453218,-3.9667964,-2.502778,-4.9833355,-0.46616516,-3.2844565,2.5071058,-0.9911264,-3.0757556,1.0727612,-3.4690137,0.08479032,-4.598931,-1.8448818,-4.281562,-2.5850403,0.056364417,-2.0817962,1.2059866,-0.7349263,2.9256754,1.2180711,1.8567436,4.5251093,7.0595746,6.8444705,3.845485,4.7777023,3.9867713,3.7278376,-0.5849235,1.1889096,2.4236786,1.6708298,1.5110385,0.14675058,1.1152366,-2.2961879,-1.1824775,1.4835447,1.1261836,0.5972919,1.2106332,-0.37678197,-1.2754151,0.5072198,-1.0688035,-0.24893793,0.36986357,-0.11808382,-1.0895488,-1.2231581,-0.16612871,-0.32049328,-0.027319767,-1.2654964,-2.0704036,-0.41950297,0.59380245,-0.79365313,-0.7784323,-0.8960111,-0.18313134,0.51827174,-0.81080556,-0.33627892,-0.5367778,-0.4350571,-0.44978127,-0.24946506,0.22468919,-0.07850385,-0.09087716,0.05239579,0.39648122,-0.4526533,-0.112928845,0.36420435,-0.18172291,-0.82939196,-0.91794837,-0.12011667,0.012389816,0.23801854,0.46837386,0.6090028,0.5085139,-0.38912457,-1.0292795,-0.5689883,-0.61309385,0.03645701,1.1168499,1.18794,1.2684715,0.48870528,0.06394781,-0.3800336,0.16901371,0.8081413,0.19764028,0.56401026,0.16609079,-0.02229432,0.2575729,0.1687725,0.2644508,-0.2575187,-0.3905952,1.0
2,-466.4845,89.272385,-8.458461,30.776363,-11.16896,18.305796,0.98926604,10.417193,0.57402706,1.5639663,13.938394,-4.337177,5.7937274,-1.0027411,3.3351572,2.1026278,4.428913,1.396552,-0.402047,3.5045989,-2.826872,6.3336024,1.5547003,1.8602675,0.85652083,0.73820364,2.4901612,0.9982964,4.0537257,-0.7640021,3.1184802,1.5858431,0.6533635,-0.37296295,0.26115936,2.8961468,-0.6869526,2.3761747,0.94551694,0.87573355,0.11715815,0.23757972,1.3045802,0.017020717,1.4153655,1.2096673,2.3840344,1.882524,1.9794776,1.8623496,2.5055335,2.9085503,2.7477224,2.0001805,0.16705291,2.1016612,0.8474798,0.84773844,1.2605437,1.193416,2.6173484,1.667385,1.5418679,1.0157722,1.3445313,1.3696275,1.6208892,1.432257,0.077872485,0.27168214,0.30595085,0.95266193,1.1285217,0.60788625,0.06377343,0.23394723,1.0125914,1.5277321,1.4733499,0.47879007,0.45007616,0.33267653,0.15412661,0.02648488,-0.3673481,0.5477804,0.71597666,-0.11838334,0.22291988,0.6435599,0.16585016,0.29791167,0.3202993,-0.26556632,0.26292548,0.42541564,-0.004196947,0.31035566,0.24608825,0.016045379,0.6327275,0.9037923,0.6038507,0.95869935,0.70334727,0.34729838,0.5499834,0.1623999,-0.12842058,0.16774352,0.8993417,1.3891104,1.7787048,1.4356548,0.7513503,0.4786839,0.28082007,0.38791755,0.21418807,0.2320307,0.07403643,0.23740526,0.15412186,0.28190044,0.7687578,-0.07331249,0.09640603,0.2852125,1.0
3,-466.73505,62.80506,12.439709,29.304922,12.614448,9.6767235,1.4180149,13.074185,0.037665054,3.5733566,3.740766,-7.3131876,6.860754,-0.91787094,-1.749699,1.2270346,3.0398674,2.6745627,2.129231,1.7661029,0.1195784,4.5769773,0.5922692,1.6542559,1.7794914,1.7318152,1.162053,0.50583154,2.7241135,0.7384364,1.524973,-0.012331943,0.5600341,1.0877033,0.78361726,0.91699225,0.3542266,0.3106384,-0.7021072,-0.41150057,-0.10006136,2.7571688,3.2454033,3.244465,3.486124,2.2304947,1.9021338,1.3231596,2.0582857,2.7394817,3.0165076,1.4397464,2.537783,3.2021966,0.9815818,1.3053175,0.9482756,0.28481078,0.50414634,1.5480174,2.1381338,1.7500653,0.95973235,0.72583735,1.5437044,1.9792194,1.1738967,0.7446477,1.3660251,0.8823647,0.76061004,0.6537992,0.9722482,0.6102497,-0.2926682,0.14257805,0.7682898,1.8905146,1.4028558,0.5092287,0.3712319,0.93724275,0.8932414,0.10528666,0.44708124,0.202559,0.08170574,0.27528498,0.15913463,-0.06707594,0.25780767,0.08587845,-0.30210873,-0.18526612,-0.41268975,0.15164626,0.39146492,0.2893641,0.15101504,0.13762663,0.70540035,1.1320834,0.7797316,0.7124334,1.3247861,0.65846777,0.10281138,0.06538902,-0.3141841,-0.27997598,0.7779244,1.9649826,2.218708,1.4513603,0.48143983,0.40794834,0.3599347,0.52178144,0.59702814,0.4084324,-0.018611468,-0.27406645,0.0713481,0.23188117,0.45690936,0.00064938,-0.37924364,-0.105873205,1.0
4,-426.4497,80.98541,-4.792509,36.350883,-0.09228266,19.156744,-5.0600696,10.123955,2.1965938,1.254182,9.432571,-10.7302685,3.3296473,3.1172082,2.9973931,0.30230397,2.87378,-1.8772076,1.3161762,1.2532188,-5.108792,4.6106935,-0.6018665,0.74307215,-1.3237827,1.0242331,-0.25828862,-0.4376961,3.2657151,-2.7383025,1.0539737,-1.7330072,0.94882244,0.85868424,-0.50240886,1.1250675,-0.14606802,1.9784493,-0.37620062,1.1535646,-0.47809196,-1.0017666,-0.7008529,-0.5152179,1.4163243,0.70738876,1.0396494,-0.42998758,0.44938627,0.7937301,0.9690623,1.8229059,1.6097494,1.7572888,2.4245195,3.8470454,3.3084717,1.2147086,1.1299107,1.9392514,1.3902978,2.3274624,1.6182777,0.3610146,0.05868105,1.9814248,3.214311,1.3164065,0.9164907,-0.19586486,1.3446255,2.52591,2.5677304,2.2721531,0.7098339,1.2197496,1.4625441,1.8024234,1.1516409,0.9123605,0.6863553,-0.04993714,0.31956223,1.1886729,0.5159032,-0.10946977,1.1351149,0.26845977,0.5262068,1.2790031,0.6882156,0.12662308,-0.10100023,0.16724145,0.76513684,0.9625997,-0.15948123,0.31906408,0.2818775,0.5530745,1.1329323,0.55250347,0.44072765,0.78416544,1.574778,1.2189285,0.7147685,-0.25080734,-0.6314797,-0.08405441,1.2166075,1.8904724,0.84672093,0.7131958,0.38479972,0.20300682,-0.0505704,-0.113349326,0.01021462,-0.064133696,0.1209728,0.07011543,0.13827333,0.08442441,0.080932766,-0.29508913,-0.1990563,0.120444946,1.0
5,-399.46088,115.25945,-9.413701,39.542454,-11.447179,18.208649,4.3853045,14.668676,5.1382504,0.4205486,6.832726,-3.5545473,8.250411,-0.67260575,5.3105254,-2.289401,1.4449741,2.6441827,1.3030847,4.1402826,-1.6285316,4.8873243,-0.29722065,3.985354,-1.8479918,-0.986556,3.5807624,-2.7823908,-0.932897,-0.25322574,0.6039763,-4.573632,0.49975055,-1.2936602,-2.1167617,0.32911474,-2.683976,-0.41599527,-1.5625136,0.9240361,-3.4259992,-1.2829516,-0.40507036,-3.8578148,0.053168427,-1.8314397,-0.986285,0.07001775,-0.02415742,0.063205704,3.26933,2.8232808,1.2947984,2.9326692,0.29364437,0.7993054,-1.635636,-2.4549868,0.9118109,3.5139635,5.726515,3.5657837,0.34608266,-0.49495178,0.42752382,2.0535607,4.1326323,2.1382358,-0.78036153,-2.3576398,-0.63262415,2.558119,0.85806113,-1.0378346,-2.4237413,-0.47803128,1.4532462,1.4575747,0.82664865,-1.2805781,-1.2878973,-1.758406,-0.34190023,-0.5944993,-2.1339464,-1.355832,-1.2242562,0.1901106,-0.48628113,-1.5008162,-0.5496345,0.15421988,-0.23434255,-1.1738552,-0.81056887,0.58720857,1.0463564,-1.1248981,-1.836365,-0.8646648,0.21654259,-0.1929268,-1.2795928,0.25269958,1.0925078,0.7815056,-1.2042292,-2.2281134,-2.0062537,-2.1220493,0.5852491,3.3076577,4.3315344,2.5173843,0.85164183,-0.015014782,-1.3246169,0.50289905,1.3624629,0.48958895,0.2293478,0.45690778,0.065098174,-0.4270715,0.8904704,0.73147005,-0.25384396,-0.10739405,1.0
6,-352.84592,108.70084,-3.226977,16.110565,2.3346617,5.4288588,9.153202,6.6509295,8.981397,5.4467096,0.09223467,-4.469209,-0.948838,1.588752,2.3722367,-0.39220527,-1.5490813,0.40830106,2.5394778,0.98962826,-0.17941295,3.1677022,2.8718886,2.4562502,0.64008075,0.9528832,1.5069426,-3.2409997,-4.3209662,0.64137733,-0.31999704,-4.6794496,-0.55560166,-0.09473376,-1.5870589,-0.90177715,-0.33684158,1.2682236,-1.3482839,-2.250996,-2.537057,-0.6707722,1.3971273,-0.8685871,1.1221745,1.1252242,-0.3447605,2.0379102,1.9413811,1.6389079,2.2028394,2.1146243,2.617349,2.2489328,0.576178,-0.59301805,-0.41334885,-1.6147981,-0.99847245,2.3630128,3.2858055,2.0591545,-0.23246314,-0.19603613,0.55310774,1.61791,2.870182,1.2595311,-0.13474834,-1.8506504,-0.5162293,1.7493825,0.70652777,-1.1602701,-2.3084915,0.28278008,0.9048417,0.11944693,0.98031753,0.08969784,-1.093829,-1.1627474,0.31651685,-0.3878907,-1.8781332,-0.8522699,-0.390128,-0.16685793,-0.099755555,-0.87368363,-0.37220013,0.61639154,-0.4292152,-1.1148541,-0.53507763,-0.42444175,-0.48653224,-0.52439946,-0.60817313,-0.54078716,0.14597094,-0.07398926,-0.29625595,0.17991665,0.3903664,0.84762436,-0.5929136,-1.8006364,-1.3931004,-0.8680315,0.30836645,1.7994899,2.9401484,1.4931396,0.63729584,0.7435796,-0.5163506,0.078767695,0.7168973,0.11309438,-0.107698366,0.35989746,0.22802824,0.06505908,1.0263897,0.582596,-0.052487213,0.21395773,1.0
7,-363.2254,116.29945,-9.994715,36.825844,-2.969989,9.370291,8.0820875,9.808496,2.982485,3.381151,3.895996,-4.8355403,4.9918723,0.38770488,6.816197,-1.9664978,-2.4678004,3.1607738,2.8644295,4.0376534,-2.6144507,1.5857022,-0.48509678,1.8635603,0.38319534,-0.94432205,1.8658676,-1.110867,-0.998135,-0.47027317,0.08097578,-4.709215,-1.6584618,-0.43128428,-1.1463569,-0.28792006,-1.8690912,-0.88424444,-1.9540936,1.0488502,-2.5625892,-2.275746,0.13679722,-3.0076053,-0.51424825,-1.4161502,-1.0909158,0.39570478,0.6228321,0.16601564,1.5454183,3.2102346,1.5050018,2.586392,0.8930268,-1.208387,-1.0009618,-0.8569725,2.3412051,4.814008,5.66814,4.172073,0.36824942,0.5467541,0.6573166,0.84395784,2.5151799,0.38116947,-0.7716351,-2.0400126,-0.5788079,2.1650074,0.5223745,-0.7741716,-2.608599,-0.5100971,1.1745102,-0.28715432,-0.3653205,-1.0881385,-0.6261819,-0.30528998,0.85257304,-0.14780259,-1.6753026,-0.73721117,-0.862029,0.028596459,-0.8868782,-1.4709942,-0.27508783,0.7230496,0.3650152,-0.9953395,-0.27865568,-0.55683935,-0.33261126,-1.0124067,-1.9191221,-1.3592794,-1.126507,0.35572222,0.40461197,0.655413,0.9666547,0.86399597,-0.6687095,-2.5422595,-2.0435615,-1.7970386,-0.09459463,1.6142739,3.0731947,2.0902407,0.33884177,-0.0068983794,-1.0577983,0.36255032,0.68064344,-0.07983728,-0.3173169,0.57357496,0.22321872,-0.6821572,0.9925696,0.46440524,0.17179027,0.06295965,1.0
8,-414.86026,93.34678,-0.17631131,36.091766,4.9492197,18.47997,-5.7083316,8.307461,1.0359074,-5.421803,6.298849,-13.275863,-3.6292827,1.274838,3.1903179,-1.7264296,2.7012458,0.49867555,0.0739704,5.5132604,-5.9865994,1.3819827,1.5515069,-0.49297002,-1.0963639,1.3128247,3.1005425,-2.3309662,1.3340123,-0.66680115,-0.10223139,-0.5227168,0.026067715,-1.1279374,-2.4779646,0.82458574,-1.5099784,-0.16040419,-0.77641636,-1.3434685,-1.7372643,-0.78098416,0.611592,-0.4596806,1.8894755,1.9766059,2.0359654,1.3568486,1.1386611,1.5902311,1.7494681,2.4858596,3.0671895,3.8926876,2.1048172,1.8833315,2.4951031,2.4004905,2.2823482,2.174668,2.5626218,3.0184863,4.0198483,3.3827498,2.1717951,1.9130691,2.7502053,2.441262,1.7120279,2.0531225,1.4149826,1.4275593,1.9947512,1.7339056,0.8731115,0.89195824,1.4043308,1.4374477,1.5059239,0.8486967,0.23891135,0.41014335,0.5532394,0.37673652,0.09553077,-0.2172539,-0.19983943,-0.00030822397,0.16963549,0.38179922,0.2442142,-0.14493363,-0.27520627,-0.17210537,-0.20731533,-0.06333582,0.0140821915,0.08120429,0.10366349,-0.35356182,-0.17264692,0.7997923,1.2456914,1.2452966,1.4346781,0.967907,0.3392595,0.28211537,0.18165734,0.36999977,0.8049441,1.2246115,1.381205,1.172422,0.76157063,0.26936182,0.37072438,0.459237,0.34633288,0.7501011,0.7860394,0.42982012,0.34335634,0.5070518,0.52499014,0.083426595,-0.065218456,0.08308189,1.0
9,-374.70416,104.67983,15.534267,17.028646,3.3229208,9.231897,13.010232,9.087938,5.279932,7.3131065,5.2248282,-3.8464506,-1.3929063,4.265859,6.2581453,0.25076282,-1.3485388,1.7270892,4.6476107,3.3968806,-0.4107738,-0.7316165,-0.18779892,2.3084724,1.0656261,2.4736235,2.7037547,-1.3794867,-2.106608,0.014679866,-0.3373443,-3.0488293,-0.29189128,-0.4943282,-0.8094596,-0.05608045,-1.4347758,-1.283543,-0.38366848,0.8862214,-3.0210962,-2.4101496,0.0130061,-1.2485617,1.2712555,0.5237724,-0.3407124,2.3263702,2.5435166,1.7448752,2.8373923,2.7079928,1.5662438,1.835985,0.38269106,-1.2031391,-2.1244295,-3.2902906,-0.6418292,2.9741058,4.0504,2.9262927,-0.5586516,-1.5507702,-1.059113,0.33383307,2.1634243,-0.43669146,-2.9007468,-3.4096205,-1.4327835,1.2879014,0.0220808,-1.9873205,-3.0143142,-2.4699938,-0.31207088,0.44822028,-0.8226625,-1.6726835,-1.7736864,-1.0051552,0.2577652,-0.49153224,-1.6136389,-1.6982732,-1.5283357,-0.80441654,-0.10293271,-0.31787547,-0.27875775,-0.0111118015,0.34470916,0.6014709,-0.4563794,-0.23861659,0.16571221,-0.93186426,-1.6571745,-1.504326,-0.30600172,0.17893638,0.18884939,0.32278615,0.4986934,0.15747714,-1.62418,-2.0815544,-1.8779435,-2.3096366,-0.52029926,2.7475147,3.6553745,2.225291,0.90110993,-0.6637817,-1.1550304,0.56951636,0.94015527,0.054631464,-0.05462115,-0.28262958,-0.5906181,-0.30133665,0.8167521,0.7680873,-0.48958883,-0.31183937,1.0
